LAMMPS data file via write_data, version 5 Jun 2019, timestep = 0

108 atoms
2 atom types

0.0000000000000000e+00 2.0102336999999999e+01 xlo xhi
0.0000000000000000e+00 1.7409134999999999e+01 ylo yhi
0.0000000000000000e+00 1.3004519999999999e+01 zlo zhi
-1.0051168499999999e+01 0.0000000000000000e+00 0.0000000000000000e+00 xy xz yz

Masses

1 183.84
2 78.96

Atoms # atomic

1 1 8.3930034749997162e-03 1.9343463989849994e+00 3.2565658893599996e+00 0 0 0
2 1 3.3503864273879991e+00 1.9343463989849994e+00 3.2511299999999990e+00 0 0 0
3 1 6.7007826281669969e+00 1.9343463989849994e+00 3.2511299999999990e+00 0 0 0
4 1 1.0051178828945996e+01 1.9343463989849994e+00 3.2511299999999990e+00 0 0 0
5 1 1.3401554927387998e+01 1.9343463989849994e+00 3.2511299999999990e+00 0 0 0
6 1 1.6751951128167001e+01 1.9343463989849994e+00 3.2511299999999990e+00 0 0 0
7 1 -1.6751873547760003e+00 4.8358747020299999e+00 3.2511299999999990e+00 0 0 0
8 1 1.6751887436660002e+00 4.8358747020299999e+00 3.2511299999999990e+00 0 0 0
9 1 5.0255849444449980e+00 4.8358747020299999e+00 3.2511299999999990e+00 0 0 0
10 1 8.3759811452239994e+00 4.8358747020299999e+00 3.2511299999999990e+00 0 0 0
11 1 1.1726357243666000e+01 4.8358747020299999e+00 3.2511299999999990e+00 0 0 0
12 1 1.5076753444445000e+01 4.8358747020299999e+00 3.2511299999999990e+00 0 0 0
13 1 -3.3503749873320006e+00 7.7373855959399975e+00 3.2511299999999990e+00 0 0 0
14 1 1.1111099995630980e-06 7.7373855959399975e+00 3.2511299999999990e+00 0 0 0
15 1 3.3503973118889983e+00 7.7373855959399975e+00 3.2511299999999990e+00 0 0 0
16 1 6.7007935126679969e+00 7.7373855959399975e+00 3.2511299999999990e+00 0 0 0
17 1 1.0051169611109998e+01 7.7373855959399975e+00 3.2511299999999990e+00 0 0 0
18 1 1.3401565811888997e+01 7.7373855959399975e+00 3.2511299999999990e+00 0 0 0
19 1 -5.0255726710539994e+00 1.0638913898984999e+01 3.2511299999999990e+00 0 0 0
20 1 -1.6751965726119993e+00 1.0638913898984999e+01 3.2511299999999990e+00 0 0 0
21 1 1.6751996281669994e+00 1.0638913898984999e+01 3.2511299999999990e+00 0 0 0
22 1 5.0255958289459999e+00 1.0638913898984999e+01 3.2511299999999990e+00 0 0 0
23 1 8.3759719273880009e+00 1.0638913898984999e+01 3.2511299999999990e+00 0 0 0
24 1 1.1726368128167000e+01 1.0638913898984999e+01 3.2511299999999990e+00 0 0 0
25 1 -6.7007703547759982e+00 1.3540442202029999e+01 3.2511299999999990e+00 0 0 0
26 1 -3.3503942563339990e+00 1.3540442202029999e+01 3.2511299999999990e+00 0 0 0
27 1 1.9444449987915391e-06 1.3540442202029999e+01 3.2511299999999990e+00 0 0 0
28 1 3.3503981452240010e+00 1.3540442202029999e+01 3.2511299999999990e+00 0 0 0
29 1 6.7007742436659976e+00 1.3540442202029999e+01 3.2511299999999990e+00 0 0 0
30 1 1.0051170444445003e+01 1.3540442202029999e+01 3.2511299999999990e+00 0 0 0
31 1 -8.3759579873320007e+00 1.6441953095939997e+01 3.2511299999999990e+00 0 0 0
32 1 -5.0255818888899979e+00 1.6441953095939997e+01 3.2511299999999990e+00 0 0 0
33 1 -1.6751856881110010e+00 1.6441953095939997e+01 3.2511299999999990e+00 0 0 0
34 1 1.6752105126680004e+00 1.6441953095939997e+01 3.2511299999999990e+00 0 0 0
35 1 5.0255866111100023e+00 1.6441953095939997e+01 3.2511299999999990e+00 0 0 0
36 1 8.3759828118889992e+00 1.6441953095939997e+01 3.2511299999999990e+00 0 0 0
37 2 1.6751881881110000e+00 9.6718190405999982e-01 4.8406334660399999e+00 0 0 0
38 2 5.0255843888899996e+00 9.6718190405999982e-01 4.8406334660399999e+00 0 0 0
39 2 8.3759604873319979e+00 9.6718190405999982e-01 4.8406334660399999e+00 0 0 0
40 2 1.1726356688110998e+01 9.6718190405999982e-01 4.8406334660399999e+00 0 0 0
41 2 1.5076752888889994e+01 9.6718190405999982e-01 4.8406334660399999e+00 0 0 0
42 2 1.8427128987331997e+01 9.6718190405999982e-01 4.8406334660399999e+00 0 0 0
43 2 5.5555499978154899e-07 3.8686927979699988e+00 4.8406334660399999e+00 0 0 0
44 2 3.3503967563339985e+00 3.8686927979699988e+00 4.8406334660399999e+00 0 0 0
45 2 6.7007728547759982e+00 3.8686927979699988e+00 4.8406334660399999e+00 0 0 0
46 2 1.0051169055554999e+01 3.8686927979699988e+00 4.8406334660399999e+00 0 0 0
47 2 1.3401565256333994e+01 3.8686927979699988e+00 4.8406334660399999e+00 0 0 0
48 2 1.6751941354775994e+01 3.8686927979699988e+00 4.8406334660399999e+00 0 0 0
49 2 -1.6751971281669995e+00 6.7702211010149993e+00 4.8406334660399999e+00 0 0 0
50 2 1.6751990726120005e+00 6.7702211010149993e+00 4.8406334660399999e+00 0 0 0
51 2 5.0255751710540011e+00 6.7702211010149993e+00 4.8406334660399999e+00 0 0 0
52 2 8.3759713718329998e+00 6.7702211010149993e+00 4.8406334660399999e+00 0 0 0
53 2 1.1726367572611998e+01 6.7702211010149993e+00 4.8406334660399999e+00 0 0 0
54 2 1.5076743671053997e+01 6.7702211010149993e+00 4.8406334660399999e+00 0 0 0
55 2 -3.3503948118890006e+00 9.6717494040599998e+00 4.8406334660399999e+00 0 0 0
56 2 1.3888899994540793e-06 9.6717494040599998e+00 4.8406334660399999e+00 0 0 0
57 2 3.3503774873320005e+00 9.6717494040599998e+00 4.8406334660399999e+00 0 0 0
58 2 6.7007736881109974e+00 9.6717494040599998e+00 4.8406334660399999e+00 0 0 0
59 2 1.0051169888889996e+01 9.6717494040599998e+00 4.8406334660399999e+00 0 0 0
60 2 1.3401545987331996e+01 9.6717494040599998e+00 4.8406334660399999e+00 0 0 0
61 2 -5.0255824444449999e+00 1.2573260297970000e+01 4.8406334660399999e+00 0 0 0
62 2 -1.6751862436660003e+00 1.2573260297970000e+01 4.8406334660399999e+00 0 0 0
63 2 1.6751898547759998e+00 1.2573260297970000e+01 4.8406334660399999e+00 0 0 0
64 2 5.0255860555549985e+00 1.2573260297970000e+01 4.8406334660399999e+00 0 0 0
65 2 8.3759822563339981e+00 1.2573260297970000e+01 4.8406334660399999e+00 0 0 0
66 2 1.1726358354775996e+01 1.2573260297970000e+01 4.8406334660399999e+00 0 0 0
67 2 -6.7007801281670005e+00 1.5474788601015000e+01 4.8406334660399999e+00 0 0 0
68 2 -3.3503839273880001e+00 1.5474788601015000e+01 4.8406334660399999e+00 0 0 0
